hjd mag mag_err
2455326.87345 18.38 0.034
2455326.89669 18.532 0.035
2455326.91066 18.451 0.034
2455326.93586 18.448 0.063
2455327.62388 18.496 0.027
2455327.68418 18.438 0.03
2455327.69826 18.462 0.03
2455327.75511 18.511 0.032
2455327.76946 18.403 0.032
2455327.794 18.452 0.03
2455327.80844 18.515 0.033
2455327.83225 18.448 0.037
2455327.84664 18.428 0.027
2455327.87127 18.485 0.034
2455327.8857 18.462 0.032
2455327.90936 18.442 0.03
2455327.92351 18.484 0.034
2455328.60615 18.429 0.031
2455328.62014 18.436 0.026
2455328.68011 18.418 0.029
2455328.72523 18.459 0.029
2455328.74898 18.493 0.028
2455328.76391 18.357 0.023
2455328.78735 18.435 0.028
2455328.80137 18.413 0.027
2455328.82806 18.412 0.03
2455328.84218 18.449 0.032
2455328.86582 18.478 0.032
2455328.87993 18.431 0.031
2455328.90362 18.48 0.033
2455328.91757 18.41 0.031
2455329.70384 18.458 0.039
2455329.7178 18.381 0.033
2455334.62639 18.421 0.034
2455334.66891 18.585 0.066
2455334.69248 18.407 0.038
2455334.74898 18.445 0.03
2455334.77313 18.421 0.028
2455334.78858 18.427 0.028
2455334.83053 18.452 0.032
2455334.84715 18.374 0.035
2455334.87067 18.451 0.035
2455334.88761 18.456 0.04
2455334.91131 18.466 0.043
2455334.92537 18.387 0.047
2455335.71668 18.415 0.023
2455335.73072 18.453 0.023
2455335.7559 18.428 0.025
2455335.76997 18.44 0.03
2455335.79555 18.454 0.028
2455335.81069 18.44 0.027
2455335.83494 18.455 0.032
2455335.84913 18.421 0.028
2455335.87263 18.416 0.029
2455335.88675 18.444 0.034
2455335.91035 18.487 0.04
2455335.92575 18.459 0.039
2455336.78965 18.463 0.033
2455336.80406 18.467 0.034
2455336.85419 18.452 0.037
2455336.89569 18.475 0.044
2455336.91917 18.456 0.039
2455336.93329 18.43 0.047
2455337.75467 18.451 0.028
2455337.77861 18.447 0.029
2455337.79408 18.437 0.029
2455337.81838 18.404 0.038
2455337.83252 18.435 0.04
2455337.85678 18.511 0.04
2455337.87084 18.524 0.046
2455337.89461 18.407 0.041
2455337.90949 18.462 0.046
2455337.93301 18.537 0.056
2455338.75194 18.452 0.036
2455338.7762 18.407 0.041
2455338.79115 18.418 0.04
2455338.81886 18.575 0.05
2455338.83275 18.484 0.057
2455338.87553 18.56 0.053
2455338.89237 18.557 0.059
2455339.65165 18.521 0.052
2455339.66758 18.492 0.05
2455339.69131 18.403 0.042
2455339.70529 18.364 0.04
2455339.75796 18.446 0.029
2455339.79885 18.446 0.038
2455339.8507 18.415 0.039
2455339.86472 18.495 0.044
2455339.89079 18.395 0.057
2455339.90491 18.423 0.054
2455339.92874 18.404 0.045
2455339.94276 18.583 0.064
2455340.6374 18.378 0.061
2455340.65148 18.455 0.046
2455340.67676 18.428 0.046
2455340.69086 18.36 0.039
2455340.76303 18.433 0.034
2455340.77769 18.342 0.041
2455340.8194 18.539 0.046
2455340.83372 18.482 0.037
2455340.85804 18.556 0.055
2455340.87215 18.397 0.037
2455340.89582 18.452 0.041
2455340.90992 18.367 0.05
2455340.9335 18.393 0.046
2455341.58395 18.386 0.041
2455341.60793 18.373 0.036
2455341.62219 18.353 0.032
2455341.68113 18.404 0.033
2455341.7287 18.47 0.03
2455341.7887 18.465 0.035
2455341.80299 18.383 0.029
2455341.82718 18.484 0.035
2455341.84117 18.387 0.032
2455341.86498 18.393 0.033
2455341.879 18.422 0.03
2455341.90526 18.477 0.039
2455341.91937 18.554 0.038
2455342.57304 18.293 0.062
2455342.59357 18.473 0.061
2455342.61686 18.372 0.048
2455342.63092 18.45 0.047
2455342.65456 18.385 0.049
2455342.66856 18.492 0.048
2455342.69192 18.324 0.034
2455342.70599 18.39 0.037
2455342.73011 18.42 0.037
2455342.74442 18.413 0.035
2455342.77342 18.486 0.041
2455342.7887 18.444 0.047
2455342.81263 18.534 0.047
2455342.82675 18.463 0.038
2455342.85076 18.435 0.036
2455342.86472 18.447 0.04
2455342.88838 18.457 0.042
2455342.90249 18.429 0.049
2455342.92626 18.364 0.049
2455342.94032 18.48 0.071
2455343.61177 18.523 0.057
2455343.6353 18.452 0.05
2455343.64948 18.419 0.046
2455343.67297 18.299 0.037
2455343.68719 18.402 0.044
2455343.71077 18.484 0.04
2455343.72527 18.499 0.041
2455343.74875 18.365 0.033
2455343.76409 18.402 0.038
2455343.78943 18.491 0.042
2455343.80409 18.433 0.033
2455343.82842 18.393 0.037
2455343.84262 18.456 0.04
2455343.87924 18.513 0.051
2455343.89343 18.473 0.052
2455343.93126 18.434 0.053
2455348.60066 18.285 0.044
2455348.6169 18.452 0.045
2455348.67013 18.422 0.034
2455348.71169 18.431 0.057
2455348.76274 18.483 0.03
2455348.7772 18.46 0.038
2455348.80114 18.41 0.036
2455348.81512 18.487 0.038
2455348.83896 18.431 0.031
2455348.8593 18.436 0.036
2455348.88351 18.499 0.047
2455348.89758 18.337 0.049
2455348.92316 18.48 0.05
2455348.93728 18.448 0.06
2455349.59962 18.368 0.043
2455349.61425 18.377 0.053
2455349.6814 18.43 0.033
2455349.7251 18.448 0.037
2455349.7761 18.447 0.04
2455349.79065 18.468 0.033
2455349.8142 18.415 0.035
2455349.82823 18.423 0.043
2455349.85343 18.547 0.049
2455350.62655 18.43 0.046
2455350.63917 18.43 0.046
2455350.65184 18.404 0.046
2455350.6645 18.49 0.046
2455350.6769 18.437 0.044
2455350.68939 18.447 0.039
2455350.70187 18.408 0.038
2455350.71441 18.475 0.043
2455350.72812 18.487 0.04
2455350.7428 18.256 0.036
2455351.57538 18.548 0.044
2455351.59019 18.418 0.037
2455351.60803 18.48 0.043
2455351.62144 18.401 0.031
2455351.6344 18.498 0.039
2455351.64732 18.444 0.032
2455351.66031 18.45 0.032
2455351.67327 18.462 0.033
2455351.68603 18.439 0.032
2455351.69888 18.392 0.027
2455351.71267 18.461 0.028
2455351.72634 18.444 0.035
2455351.74127 18.515 0.033
2455351.75645 18.474 0.036
2455351.76942 18.526 0.041
2455351.78417 18.513 0.037
2455351.79725 18.396 0.044
2455351.81243 18.473 0.037
2455351.82788 18.455 0.043
2455351.84088 18.496 0.036
2455351.86046 18.471 0.045
2455351.87387 18.475 0.039
2455351.88665 18.423 0.049
2455351.89921 18.442 0.046
2455351.91185 18.375 0.042
2455352.60137 18.458 0.055
2455352.62188 18.386 0.038
2455352.63648 18.456 0.037
2455352.64974 18.439 0.031
2455352.67184 18.467 0.029
2455352.68475 18.46 0.028
2455352.69779 18.418 0.025
2455352.71126 18.469 0.026
2455352.72892 18.4 0.026
2455352.74327 18.416 0.033
2455352.7575 18.4 0.027
2455352.7707 18.49 0.036
2455352.78402 18.46 0.032
2455352.79789 18.47 0.035
2455352.81282 18.465 0.033
2455352.82773 18.433 0.031
2455352.84053 18.451 0.031
2455352.85343 18.451 0.032
2455352.8692 18.465 0.032
2455352.88155 18.418 0.037
2455352.89404 18.463 0.035
2455352.9067 18.445 0.035
2455352.91917 18.41 0.036
2455353.5629 18.508 0.037
2455353.57602 18.542 0.037
2455353.58897 18.438 0.034
2455353.60164 18.452 0.034
2455353.61663 18.458 0.033
2455353.63296 18.449 0.03
2455353.64598 18.48 0.031
2455353.65885 18.485 0.032
2455353.67157 18.416 0.026
2455353.68422 18.421 0.026
2455353.69673 18.464 0.027
2455353.70971 18.389 0.029
2455353.72422 18.374 0.025
2455353.73832 18.456 0.028
2455353.75223 18.465 0.029
2455353.76506 18.404 0.03
2455353.77784 18.452 0.026
2455353.79043 18.459 0.028
2455353.80311 18.455 0.029
2455353.81558 18.454 0.031
2455353.82813 18.425 0.035
2455353.84064 18.462 0.035
2455353.86032 18.451 0.034
2455353.87817 18.497 0.041
2455353.89189 18.473 0.042
2455354.5737 18.386 0.04
2455354.59405 18.464 0.034
2455354.60822 18.497 0.041
2455354.62749 18.453 0.038
2455354.64155 18.402 0.031
2455354.65544 18.455 0.034
2455354.66928 18.422 0.03
2455354.68389 18.365 0.033
2455354.69843 18.411 0.029
2455354.71469 18.406 0.032
2455354.7297 18.421 0.035
2455354.75074 18.445 0.036
2455354.76653 18.444 0.032
2455354.78086 18.474 0.035
2455354.79574 18.536 0.035
2455354.81137 18.407 0.032
2455354.82547 18.435 0.034
2455354.83841 18.522 0.038
2455354.85104 18.454 0.036
2455354.86582 18.391 0.036
2455354.8786 18.433 0.045
2455354.8917 18.441 0.046
2455354.90441 18.426 0.046
2455354.91706 18.409 0.047
2455355.56896 18.43 0.034
2455355.58236 18.434 0.029
2455355.59656 18.457 0.032
2455355.6105 18.441 0.035
2455355.62439 18.396 0.034
2455355.63818 18.457 0.032
2455355.65218 18.424 0.029
2455355.6661 18.455 0.034
2455355.68111 18.414 0.028
2455355.69489 18.456 0.03
2455355.70873 18.447 0.028
2455355.72425 18.445 0.029
2455355.73893 18.421 0.032
2455355.7543 18.437 0.033
2455355.76814 18.417 0.031
2455355.7819 18.47 0.032
2455355.79593 18.399 0.036
2455355.80841 18.453 0.039
2455355.82087 18.424 0.036
2455355.83337 18.48 0.042
2455355.85667 18.416 0.04
2455355.86946 18.43 0.05
2455355.88189 18.523 0.058
2455355.89439 18.495 0.046
2455357.6096 18.359 0.042
2455357.62301 18.417 0.036
2455357.63703 18.382 0.036
2455357.65109 18.434 0.04
2455357.6649 18.402 0.031
2455357.67873 18.457 0.035
2455357.69308 18.448 0.033
2455357.70793 18.472 0.032
2455357.72445 18.429 0.036
2455357.74084 18.501 0.045
2455357.75483 18.466 0.041
2455357.76915 18.457 0.043
2455357.7833 18.389 0.028
2455357.80056 18.438 0.046
2455357.81488 18.469 0.048
2455357.82873 18.46 0.04
2455357.86786 18.406 0.056
2455357.88045 18.448 0.051
2455357.89339 18.458 0.045
2455358.63313 18.433 0.031
2455358.64753 18.479 0.037
2455358.66286 18.452 0.032
2455358.67705 18.452 0.028
2455358.69137 18.303 0.025
2455358.71303 18.489 0.036
2455358.72806 18.419 0.034
2455358.74209 18.481 0.032
2455358.75615 18.458 0.039
2455358.77017 18.503 0.043
2455358.79446 18.55 0.045
2455358.81295 18.509 0.038
2455358.82923 18.397 0.033
2455358.8523 18.533 0.04
2455358.87975 18.429 0.051
2455359.57234 18.412 0.047
2455359.58949 18.475 0.04
2455359.60384 18.418 0.051
2455359.61773 18.457 0.038
2455359.63111 18.539 0.04
2455359.65084 18.444 0.033
2455359.67083 18.441 0.031
2455359.68497 18.504 0.035
2455359.70046 18.438 0.028
2455359.71806 18.467 0.034
2455359.73427 18.433 0.03
2455359.75096 18.459 0.034
2455359.76822 18.504 0.038
2455359.78297 18.412 0.032
2455359.79561 18.478 0.032
2455359.80839 18.47 0.036
2455359.82704 18.429 0.031
2455359.84009 18.477 0.037
2455359.85408 18.329 0.05
2455359.86678 18.512 0.046
2455359.88018 18.52 0.057
2455359.89333 18.536 0.051
2455361.57418 18.398 0.049
2455361.64815 18.472 0.053
2455361.66593 18.429 0.039
2455361.67884 18.466 0.043
2455362.56302 18.56 0.07
2455362.58056 18.457 0.052
2455362.59347 18.362 0.04
2455362.6094 18.473 0.036
2455362.62977 18.436 0.031
2455362.64804 18.421 0.029
2455362.66286 18.46 0.028
2455362.67867 18.459 0.027
2455362.69427 18.483 0.035
2455362.71073 18.419 0.033
2455362.72642 18.456 0.028
2455362.74105 18.437 0.031
2455362.75732 18.412 0.029
2455362.77439 18.41 0.035
2455362.79614 18.442 0.032
2455362.8146 18.407 0.03
2455362.82879 18.445 0.033
2455362.8443 18.456 0.04
2455362.85903 18.457 0.039
2455362.87731 18.471 0.048
2455362.88983 18.37 0.05
2455362.90258 18.328 0.049
2455364.51995 18.425 0.041
2455364.53364 18.486 0.043
2455364.54826 18.405 0.034
2455364.56235 18.467 0.035
2455364.57809 18.475 0.032
2455364.59267 18.45 0.029
2455364.6069 18.403 0.03
2455364.62211 18.414 0.025
2455364.63632 18.418 0.026
2455364.65102 18.487 0.035
2455364.6654 18.497 0.033
2455364.68219 18.463 0.033
2455364.70144 18.472 0.043
2455364.71659 18.503 0.039
2455364.73216 18.499 0.034
2455364.74639 18.454 0.035
2455364.76078 18.426 0.034
2455364.77623 18.566 0.051
2455364.78916 18.484 0.048
2455364.80196 18.486 0.057
2455364.81572 18.48 0.04
2455364.82857 18.533 0.039
2455364.84139 18.55 0.042
2455364.85576 18.515 0.043
2455364.86849 18.507 0.038
2455364.88137 18.577 0.053
2455364.89388 18.555 0.047
2455365.53781 18.563 0.054
2455365.55093 18.427 0.041
2455365.56599 18.453 0.041
2455365.58217 18.54 0.039
2455365.59827 18.417 0.035
2455365.6124 18.516 0.033
2455365.62708 18.426 0.03
2455365.64235 18.472 0.035
2455365.65666 18.468 0.036
2455365.67417 18.45 0.032
2455365.68878 18.392 0.028
2455365.70444 18.502 0.034
2455365.72311 18.441 0.031
2455365.73747 18.489 0.032
2455365.75187 18.396 0.029
2455365.76685 18.415 0.031
2455365.78348 18.506 0.038
2455365.79788 18.471 0.033
2455365.81195 18.495 0.037
2455365.8257 18.495 0.04
2455365.83828 18.514 0.044
2455365.85095 18.556 0.048
2455365.86435 18.4 0.041
2455365.87691 18.388 0.049
2455365.88929 18.468 0.05
2455365.90169 18.565 0.061
2455368.6117 18.479 0.045
2455368.62581 18.37 0.04
2455368.64186 18.518 0.044
2455368.78793 18.593 0.042
2455369.7098 18.465 0.049
2455369.72401 18.388 0.043
2455369.73726 18.416 0.046
2455369.75629 18.473 0.042
2455369.76932 18.556 0.047
2455369.78207 18.444 0.05
2455369.79495 18.556 0.059
2455369.80732 18.398 0.042
2455369.82131 18.524 0.046
2455369.8341 18.469 0.045
2455369.84813 18.401 0.047
2455376.62759 18.461 0.046
2455376.64033 18.378 0.041
2455376.65393 18.512 0.059
2455376.66658 18.513 0.052
2455376.68122 18.381 0.037
2455376.69437 18.46 0.039
2455376.70744 18.336 0.04
2455376.72018 18.479 0.044
2455376.73257 18.458 0.042
2455376.7457 18.405 0.044
2455376.75856 18.405 0.044
2455376.77139 18.445 0.046
2455376.78398 18.4 0.038
2455376.79671 18.479 0.044
2455376.80954 18.36 0.051
2455376.82219 18.454 0.059
2455376.83471 18.371 0.058
2455376.84747 18.368 0.063
2455376.8601 18.578 0.065
2455376.87261 18.423 0.099
2455377.51619 18.426 0.045
2455377.52944 18.401 0.04
2455377.54226 18.458 0.041
2455377.55821 18.54 0.04
2455377.57226 18.405 0.037
2455377.58678 18.436 0.045
2455377.59952 18.495 0.061
2455377.61222 18.484 0.046
2455377.62498 18.469 0.039
2455377.6459 18.455 0.03
2455377.66571 18.435 0.031
2455377.68027 18.496 0.033
2455377.69855 18.458 0.035
2455377.71157 18.431 0.031
2455377.72922 18.491 0.034
2455377.74212 18.415 0.036
2455377.75462 18.447 0.033
2455377.77222 18.435 0.036
2455377.78484 18.432 0.034
2455377.79731 18.439 0.042
2455377.80996 18.422 0.033
2455377.82254 18.459 0.036
2455377.83549 18.44 0.036
2455377.84816 18.405 0.041
2455377.86071 18.477 0.05
2455378.48982 18.437 0.035
2455378.50433 18.437 0.034
2455378.5185 18.396 0.029
2455378.53228 18.446 0.032
2455378.54598 18.477 0.033
2455378.56013 18.399 0.027
2455378.57399 18.387 0.027
2455378.58809 18.435 0.026
2455378.60232 18.4 0.026
2455378.61638 18.411 0.026
2455378.63067 18.474 0.029
2455378.64481 18.473 0.031
2455378.66058 18.488 0.028
2455378.6764 18.488 0.027
2455378.69067 18.412 0.029
2455378.70526 18.474 0.03
2455378.71965 18.438 0.029
2455378.73254 18.491 0.025
2455378.74533 18.399 0.027
2455378.75795 18.438 0.027
2455378.7706 18.47 0.031
2455378.78348 18.418 0.03
2455378.79649 18.403 0.033
2455378.80908 18.407 0.035
2455378.82172 18.486 0.038
2455378.83636 18.519 0.042
2455378.84901 18.564 0.052
2455378.86166 18.398 0.045
2455378.87406 18.448 0.052
2455379.4879 18.485 0.037
2455379.50047 18.474 0.035
2455379.5131 18.42 0.037
2455379.52585 18.506 0.038
2455379.53983 18.407 0.032
2455379.55417 18.44 0.034
2455379.56849 18.423 0.032
2455379.58275 18.419 0.033
2455379.59657 18.467 0.032
2455379.61055 18.455 0.031
2455379.62469 18.459 0.027
2455379.63938 18.426 0.033
2455379.6543 18.47 0.031
2455379.6688 18.464 0.031
2455379.6831 18.446 0.031
2455379.6975 18.506 0.037
2455379.71167 18.449 0.032
2455379.72579 18.46 0.03
2455379.73977 18.417 0.029
2455379.75237 18.459 0.032
2455379.7649 18.427 0.03
2455379.77742 18.513 0.036
2455379.78998 18.464 0.042
2455379.80277 18.428 0.043
2455379.81534 18.422 0.046
2455379.82775 18.508 0.052
2455379.84086 18.403 0.054
2455379.85346 18.416 0.055
2455380.49934 18.415 0.035
2455380.51191 18.443 0.036
2455380.52457 18.394 0.031
2455380.5372 18.427 0.03
2455380.55104 18.406 0.027
2455380.56509 18.389 0.028
2455380.57905 18.424 0.028
2455380.59295 18.494 0.03
2455380.60687 18.38 0.028
2455380.62083 18.542 0.03
2455380.63484 18.452 0.029
2455380.64914 18.452 0.029
2455380.66481 18.437 0.028
2455380.67979 18.436 0.031
2455380.69394 18.433 0.03
2455380.70746 18.433 0.028
2455380.72036 18.51 0.03
2455380.73306 18.433 0.032
2455380.74584 18.496 0.031
2455380.75859 18.408 0.029
2455380.77108 18.49 0.038
2455380.78381 18.407 0.033
2455380.79645 18.474 0.043
2455380.80919 18.511 0.049
2455380.8218 18.362 0.053
2455380.83435 18.546 0.055
2455380.8472 18.593 0.074
2455381.52112 18.344 0.059
2455381.53411 18.47 0.043
2455381.5467 18.354 0.041
2455381.5592 18.441 0.038
2455381.57166 18.391 0.051
2455381.58422 18.584 0.062
2455381.59699 18.416 0.05
2455381.61181 18.519 0.053
2455381.64299 18.427 0.044
2455381.65613 18.334 0.042
2455381.67116 18.348 0.037
2455381.68422 18.335 0.037
2455381.69694 18.444 0.047
2455381.70948 18.523 0.052
2455381.7222 18.461 0.05
2455381.73491 18.402 0.043
2455381.74761 18.485 0.048
2455381.7605 18.437 0.05
2455381.77313 18.414 0.057
2455381.79455 18.455 0.053
2455381.80727 18.524 0.054
2455381.81998 18.535 0.062
2455381.83266 18.464 0.054
2455381.84541 18.492 0.06
2455381.85802 18.372 0.054
2455382.5229 18.466 0.046
2455382.53543 18.535 0.047
2455382.54788 18.44 0.046
2455382.56047 18.42 0.057
2455382.57983 18.41 0.053
2455382.59754 18.435 0.056
