hjd mag mag_err
2455306.89717 16.395 0.006
2455306.91144 16.388 0.006
2455307.68194 16.39 0.007
2455307.6959 16.395 0.007
2455307.74506 16.399 0.007
2455307.75946 16.383 0.006
2455307.80653 16.391 0.006
2455307.82085 16.398 0.006
2455307.84501 16.374 0.006
2455307.85957 16.381 0.006
2455307.8859 16.388 0.006
2455307.89979 16.383 0.006
2455307.92332 16.401 0.006
2455308.68717 16.393 0.007
2455308.73517 16.399 0.008
2455308.74904 16.403 0.007
2455308.79666 16.397 0.007
2455308.83413 16.387 0.006
2455308.84847 16.391 0.006
2455308.87543 16.389 0.006
2455309.68343 16.385 0.008
2455309.69784 16.383 0.008
2455309.74847 16.386 0.006
2455309.7908 16.382 0.007
2455309.81902 16.381 0.006
2455309.83324 16.401 0.006
2455309.86314 16.379 0.006
2455309.87802 16.396 0.006
2455309.90147 16.382 0.006
2455309.91547 16.395 0.006
2455310.66314 16.391 0.008
2455310.68282 16.416 0.008
2455310.7291 16.379 0.008
2455310.76667 16.383 0.008
2455310.78546 16.38 0.007
2455310.82906 16.386 0.005
2455310.87532 16.354 0.004
2455310.89888 16.381 0.006
2455310.91285 16.396 0.006
2455311.8031 16.392 0.008
2455311.84201 16.401 0.007
2455311.86149 16.392 0.007
2455311.89152 16.398 0.008
2455311.90633 16.395 0.007
2455311.93013 16.387 0.008
2455312.7304 16.387 0.008
2455312.74441 16.413 0.008
2455312.77151 16.389 0.009
2455312.78679 16.402 0.008
2455312.81065 16.407 0.008
2455312.82483 16.392 0.008
2455312.85518 16.393 0.007
2455312.8691 16.397 0.007
2455312.89478 16.391 0.007
2455312.90867 16.398 0.007
2455312.93195 16.393 0.009
2455313.77929 16.412 0.009
2455313.79315 16.413 0.008
2455313.81819 16.393 0.009
2455313.83217 16.408 0.009
2455313.85783 16.417 0.008
2455313.8724 16.404 0.009
2455313.89608 16.4 0.008
2455313.91016 16.404 0.008
2455314.66695 16.384 0.011
2455314.6809 16.385 0.009
2455314.7074 16.399 0.009
2455314.72336 16.395 0.009
2455314.74668 16.383 0.008
2455314.76303 16.389 0.008
2455314.78662 16.412 0.01
2455314.80057 16.403 0.007
2455314.83058 16.395 0.009
2455314.8584 16.389 0.009
2455314.88158 16.394 0.009
2455314.89556 16.38 0.008
2455314.91903 16.389 0.008
2455314.93291 16.38 0.009
2455315.66057 16.371 0.012
2455315.68598 16.389 0.009
2455315.71538 16.398 0.009
2455315.73389 16.413 0.009
2455315.7574 16.396 0.009
2455315.77139 16.418 0.01
2455315.79477 16.395 0.007
2455315.80918 16.398 0.007
2455315.83408 16.4 0.01
2455315.84908 16.378 0.008
2455315.87569 16.396 0.009
2455315.89147 16.392 0.008
2455315.91498 16.393 0.008
2455316.67558 16.41 0.01
2455316.69485 16.42 0.01
2455316.72273 16.392 0.009
2455316.73987 16.399 0.01
2455316.76582 16.414 0.01
2455316.77971 16.411 0.01
2455316.80311 16.393 0.01
2455316.81891 16.399 0.01
2455316.86001 16.412 0.017
2455316.87408 16.404 0.012
2455319.86314 16.379 0.011
2455319.87727 16.39 0.012
2455319.90725 16.379 0.012
2455319.92117 16.432 0.013
2455320.63791 16.383 0.008
2455320.65738 16.408 0.007
2455320.68248 16.379 0.007
2455320.69635 16.399 0.008
2455320.72641 16.373 0.007
2455320.74033 16.389 0.007
2455320.7636 16.387 0.006
2455320.77778 16.394 0.007
2455320.80127 16.4 0.009
2455320.8165 16.389 0.007
2455320.84455 16.404 0.007
2455320.85942 16.401 0.007
2455320.88297 16.386 0.007
2455320.89685 16.387 0.007
2455320.92452 16.392 0.006
2455321.65671 16.415 0.01
2455321.71072 16.38 0.007
2455321.72469 16.388 0.007
2455321.74817 16.397 0.007
2455321.76321 16.391 0.007
2455321.78781 16.412 0.007
2455321.80245 16.392 0.007
2455321.8257 16.402 0.009
2455321.8439 16.407 0.01
2455321.86755 16.399 0.007
2455321.88153 16.392 0.008
2455321.90487 16.397 0.008
2455321.91876 16.396 0.007
2455322.69118 16.406 0.008
2455322.75674 16.37 0.006
2455322.77074 16.399 0.006
2455322.83378 16.377 0.007
2455322.84989 16.385 0.007
2455322.8778 16.412 0.007
2455322.90432 16.361 0.007
2455322.91825 16.407 0.007
2455323.66137 16.393 0.008
2455323.67559 16.4 0.008
2455323.7276 16.39 0.008
2455323.74149 16.382 0.008
2455323.7659 16.4 0.007
2455323.77984 16.398 0.008
2455323.80572 16.387 0.007
2455323.82245 16.397 0.007
2455323.84718 16.397 0.007
2455323.86256 16.398 0.007
2455323.88585 16.389 0.006
2455323.89995 16.388 0.007
2455323.92333 16.394 0.007
2455323.93725 16.389 0.009
2455324.66413 16.379 0.008
2455324.70279 16.355 0.008
2455324.72797 16.403 0.007
2455324.74194 16.388 0.007
2455324.76532 16.392 0.007
2455324.77932 16.407 0.008
2455324.80411 16.403 0.008
2455324.81852 16.395 0.008
2455324.84435 16.397 0.007
2455324.85838 16.4 0.007
2455324.8816 16.398 0.007
2455324.89576 16.394 0.006
2455324.92239 16.402 0.007
2455324.9363 16.381 0.008
2455325.64736 16.398 0.007
2455325.68451 16.393 0.006
2455325.70735 16.382 0.006
2455325.72101 16.389 0.006
2455325.74401 16.393 0.006
2455325.75918 16.414 0.007
2455325.78253 16.396 0.006
2455325.79646 16.4 0.007
2455325.82438 16.378 0.007
2455325.84472 16.385 0.007
2455325.86948 16.408 0.006
2455325.88477 16.389 0.006
2455325.90828 16.393 0.007
2455325.92524 16.383 0.007
2455326.61727 16.391 0.008
2455326.63256 16.413 0.009
2455326.6824 16.402 0.007
2455326.71901 16.395 0.007
2455326.74323 16.391 0.007
2455326.75708 16.404 0.007
2455326.7809 16.386 0.006
2455326.7955 16.392 0.006
2455326.82046 16.378 0.006
2455326.83479 16.39 0.007
2455326.85822 16.39 0.006
2455326.87345 16.388 0.007
2455326.89669 16.389 0.007
2455326.91066 16.403 0.007
2455326.93586 16.409 0.01
2455327.62388 16.387 0.006
2455327.68418 16.413 0.007
2455327.69826 16.412 0.007
2455327.75511 16.394 0.007
2455327.76946 16.402 0.007
2455327.794 16.4 0.007
2455327.80844 16.398 0.007
2455327.83225 16.389 0.008
2455327.84664 16.386 0.006
2455327.87127 16.394 0.007
2455327.8857 16.381 0.006
2455327.90936 16.392 0.006
2455327.92351 16.393 0.006
2455328.60615 16.413 0.007
2455328.62014 16.393 0.005
2455328.68011 16.389 0.006
2455328.72523 16.387 0.006
2455328.74898 16.419 0.006
2455328.76391 16.405 0.005
2455328.78735 16.401 0.006
2455328.80137 16.376 0.006
2455328.82806 16.401 0.007
2455328.84218 16.391 0.007
2455328.86582 16.39 0.007
2455328.87993 16.396 0.007
2455328.90362 16.402 0.006
2455328.91757 16.396 0.006
2455329.70384 16.426 0.008
2455329.7178 16.392 0.008
2455334.62639 16.403 0.007
2455334.66891 16.389 0.011
2455334.69248 16.381 0.008
2455334.74898 16.38 0.006
2455334.77313 16.382 0.006
2455334.78858 16.396 0.006
2455334.83053 16.392 0.007
2455334.84715 16.399 0.007
2455334.87067 16.388 0.007
2455334.88761 16.401 0.008
2455334.91131 16.398 0.008
2455334.92537 16.381 0.009
2455335.71668 16.404 0.006
2455335.73072 16.389 0.005
2455335.7559 16.392 0.005
2455335.76997 16.392 0.007
2455335.79555 16.391 0.006
2455335.81069 16.385 0.006
2455335.83494 16.393 0.007
2455335.84913 16.399 0.006
2455335.87263 16.392 0.006
2455335.88675 16.401 0.007
2455335.91035 16.396 0.007
2455335.92575 16.381 0.007
2455336.78965 16.388 0.007
2455336.80406 16.398 0.007
2455336.85419 16.396 0.007
2455336.89569 16.398 0.008
2455336.91917 16.381 0.007
2455336.93329 16.391 0.009
2455337.75467 16.396 0.006
2455337.77861 16.388 0.006
2455337.79408 16.384 0.006
2455337.81838 16.389 0.008
2455337.83252 16.379 0.008
2455337.85678 16.386 0.008
2455337.87084 16.39 0.008
2455337.89461 16.391 0.008
2455337.90949 16.382 0.008
2455337.93301 16.405 0.009
2455338.75194 16.405 0.007
2455338.7762 16.403 0.008
2455338.79115 16.374 0.008
2455338.81886 16.411 0.009
2455338.83275 16.399 0.01
2455338.87553 16.364 0.008
2455338.89237 16.404 0.009
2455339.65165 16.412 0.009
2455339.66758 16.419 0.009
2455339.69131 16.403 0.008
2455339.70529 16.393 0.008
2455339.75796 16.396 0.006
2455339.79885 16.389 0.008
2455339.8507 16.373 0.008
2455339.86472 16.386 0.008
2455339.89079 16.412 0.011
2455339.90491 16.403 0.01
2455339.92874 16.377 0.009
2455339.94276 16.399 0.01
2455340.6374 16.414 0.012
2455340.65148 16.416 0.009
2455340.67676 16.414 0.009
2455340.69086 16.4 0.008
2455340.76303 16.395 0.007
2455340.77769 16.407 0.009
2455340.8194 16.396 0.008
2455340.83372 16.385 0.007
2455340.85804 16.407 0.01
2455340.87215 16.394 0.008
2455340.89582 16.397 0.008
2455340.90992 16.383 0.009
2455340.9335 16.395 0.009
2455341.58395 16.406 0.009
2455341.60793 16.38 0.007
2455341.62219 16.382 0.007
2455341.68113 16.378 0.007
2455341.7287 16.393 0.006
2455341.7887 16.387 0.007
2455341.80299 16.386 0.006
2455341.82718 16.393 0.007
2455341.84117 16.388 0.007
2455341.86498 16.395 0.007
2455341.879 16.379 0.007
2455341.90526 16.394 0.007
2455341.91937 16.383 0.007
2455342.57304 16.402 0.013
2455342.59357 16.421 0.011
2455342.61686 16.401 0.01
2455342.63092 16.402 0.009
2455342.65456 16.384 0.01
2455342.66856 16.392 0.009
2455342.69192 16.393 0.008
2455342.70599 16.402 0.008
2455342.73011 16.377 0.008
2455342.74442 16.39 0.008
2455342.77342 16.41 0.008
2455342.7887 16.395 0.009
2455342.81263 16.38 0.009
2455342.82675 16.392 0.008
2455342.85076 16.386 0.007
2455342.86472 16.389 0.008
2455342.88838 16.386 0.008
2455342.90249 16.395 0.009
2455342.92626 16.401 0.01
2455342.94032 16.436 0.012
2455343.59769 16.426 0.01
2455343.61177 16.406 0.01
2455343.6353 16.382 0.009
2455343.64948 16.399 0.009
2455343.67297 16.386 0.008
2455343.68719 16.39 0.008
2455343.71077 16.398 0.007
2455343.72527 16.39 0.008
2455343.74875 16.387 0.007
2455343.76409 16.395 0.008
2455343.78943 16.402 0.008
2455343.80409 16.388 0.007
2455343.82842 16.4 0.008
2455343.84262 16.381 0.008
2455343.87924 16.399 0.009
2455343.89343 16.409 0.01
2455343.91712 16.384 0.009
2455343.93126 16.415 0.01
2455348.60066 16.399 0.01
2455348.6169 16.39 0.009
2455348.67013 16.386 0.007
2455348.71169 16.414 0.011
2455348.76274 16.4 0.006
2455348.7772 16.411 0.008
2455348.80114 16.389 0.007
2455348.81512 16.381 0.007
2455348.83896 16.396 0.006
2455348.8593 16.391 0.007
2455348.88351 16.423 0.009
2455348.89758 16.431 0.01
2455348.92316 16.421 0.009
2455348.93728 16.411 0.01
2455349.59962 16.399 0.009
2455349.61425 16.414 0.01
2455349.6814 16.393 0.007
2455349.7251 16.387 0.008
2455349.7761 16.387 0.007
2455349.79065 16.383 0.006
2455349.8142 16.404 0.007
2455349.82823 16.404 0.007
2455349.85343 16.422 0.008
2455350.62655 16.4 0.009
2455350.63917 16.4 0.009
2455350.65184 16.4 0.009
2455350.6645 16.393 0.009
2455350.6769 16.416 0.009
2455350.68939 16.4 0.008
2455350.70187 16.402 0.008
2455350.71441 16.394 0.009
2455350.72812 16.398 0.008
2455350.7428 16.389 0.008
2455351.57538 16.41 0.008
2455351.59019 16.408 0.008
2455351.60803 16.384 0.009
2455351.62144 16.399 0.007
2455351.6344 16.39 0.008
2455351.64732 16.39 0.007
2455351.66031 16.38 0.007
2455351.67327 16.389 0.007
2455351.68603 16.38 0.007
2455351.69888 16.385 0.006
2455351.71267 16.382 0.006
2455351.72634 16.397 0.007
2455351.74127 16.391 0.007
2455351.75645 16.38 0.007
2455351.76942 16.399 0.008
2455351.78417 16.38 0.007
2455351.79725 16.395 0.009
2455351.81243 16.393 0.007
2455351.82788 16.397 0.008
2455351.84088 16.387 0.007
2455351.86046 16.417 0.009
2455351.87387 16.417 0.008
2455351.88665 16.397 0.009
2455351.89921 16.408 0.009
2455351.91185 16.379 0.008
2455352.60137 16.442 0.011
2455352.62188 16.412 0.008
2455352.63648 16.401 0.008
2455352.64974 16.399 0.007
2455352.67184 16.399 0.007
2455352.68475 16.396 0.006
2455352.69779 16.382 0.006
2455352.71126 16.391 0.006
2455352.72892 16.391 0.006
2455352.74327 16.402 0.007
2455352.7575 16.395 0.006
2455352.7707 16.398 0.007
2455352.78402 16.4 0.007
2455352.79789 16.377 0.007
2455352.81282 16.395 0.007
2455352.82773 16.409 0.007
2455352.84053 16.388 0.007
2455352.85343 16.4 0.007
2455352.8692 16.398 0.007
2455352.88155 16.412 0.007
2455352.89404 16.405 0.007
2455352.9067 16.417 0.007
2455352.91917 16.395 0.007
2455353.5629 16.413 0.007
2455353.57602 16.415 0.007
2455353.58897 16.41 0.007
2455353.60164 16.394 0.007
2455353.61663 16.388 0.007
2455353.63296 16.387 0.006
2455353.64598 16.402 0.006
2455353.65885 16.396 0.006
2455353.67157 16.384 0.006
2455353.68422 16.405 0.006
2455353.69673 16.388 0.006
2455353.70971 16.399 0.007
2455353.72422 16.404 0.006
2455353.73832 16.396 0.006
2455353.75223 16.387 0.006
2455353.76506 16.394 0.007
2455353.77784 16.391 0.006
2455353.79043 16.399 0.006
2455353.80311 16.395 0.006
2455353.81558 16.411 0.006
2455353.82813 16.39 0.007
2455353.84064 16.414 0.007
2455353.86032 16.395 0.007
2455353.87817 16.398 0.007
2455353.89189 16.411 0.008
2455354.5737 16.411 0.009
2455354.59405 16.406 0.007
2455354.60822 16.416 0.008
2455354.62749 16.408 0.008
2455354.64155 16.391 0.007
2455354.65544 16.384 0.007
2455354.66928 16.411 0.007
2455354.68389 16.395 0.008
2455354.69843 16.393 0.007
2455354.71469 16.423 0.008
2455354.7297 16.396 0.008
2455354.75074 16.398 0.007
2455354.76653 16.414 0.007
2455354.78086 16.395 0.007
2455354.79574 16.398 0.007
2455354.81137 16.395 0.007
2455354.82547 16.393 0.007
2455354.83841 16.405 0.007
2455354.85104 16.393 0.007
2455354.86582 16.395 0.007
2455354.8786 16.419 0.009
2455354.8917 16.395 0.008
2455354.90441 16.404 0.009
2455354.91706 16.41 0.009
2455355.56896 16.392 0.007
2455355.58236 16.393 0.007
2455355.59656 16.382 0.007
2455355.6105 16.405 0.008
2455355.62439 16.385 0.008
2455355.63818 16.405 0.007
2455355.65218 16.382 0.007
2455355.6661 16.378 0.007
2455355.68111 16.386 0.007
2455355.69489 16.406 0.007
2455355.70873 16.389 0.006
2455355.72425 16.378 0.006
2455355.73893 16.407 0.007
2455355.7543 16.406 0.007
2455355.76814 16.389 0.007
2455355.7819 16.393 0.007
2455355.79593 16.398 0.007
2455355.80841 16.392 0.008
2455355.82087 16.385 0.007
2455355.83337 16.414 0.008
2455355.85667 16.419 0.008
2455355.86946 16.421 0.009
2455355.88189 16.401 0.01
2455355.89439 16.399 0.008
2455357.6096 16.422 0.009
2455357.62301 16.409 0.008
2455357.63703 16.411 0.008
2455357.65109 16.402 0.008
2455357.6649 16.403 0.007
2455357.67873 16.386 0.008
2455357.69308 16.396 0.007
2455357.70793 16.385 0.007
2455357.72445 16.397 0.008
2455357.74084 16.422 0.009
2455357.75483 16.419 0.009
2455357.76915 16.412 0.009
2455357.7833 16.402 0.006
2455357.80056 16.417 0.009
2455357.81488 16.406 0.009
2455357.82873 16.397 0.008
2455357.86786 16.418 0.011
2455357.88045 16.412 0.009
2455357.89339 16.415 0.008
2455358.63313 16.397 0.006
2455358.64753 16.396 0.007
2455358.66286 16.395 0.007
2455358.67705 16.395 0.005
2455358.71303 16.391 0.007
2455358.72806 16.373 0.007
2455358.74209 16.388 0.007
2455358.75615 16.395 0.008
2455358.77017 16.39 0.008
2455358.79446 16.402 0.008
2455358.81295 16.392 0.007
2455358.82923 16.377 0.007
2455358.8523 16.417 0.007
2455358.87975 16.409 0.009
2455359.57234 16.398 0.01
2455359.58949 16.409 0.008
2455359.60384 16.408 0.011
2455359.61773 16.402 0.008
2455359.63111 16.409 0.008
2455359.65084 16.387 0.007
2455359.67083 16.386 0.007
2455359.68497 16.404 0.008
2455359.70046 16.397 0.006
2455359.71806 16.392 0.008
2455359.73427 16.414 0.007
2455359.75096 16.41 0.007
2455359.76822 16.403 0.008
2455359.78297 16.402 0.007
2455359.79561 16.379 0.007
2455359.80839 16.388 0.008
2455359.82704 16.382 0.007
2455359.84009 16.399 0.007
2455359.85408 16.439 0.011
2455359.86678 16.408 0.009
2455359.88018 16.41 0.01
2455359.89333 16.409 0.009
2455361.57418 16.415 0.01
2455361.64815 16.387 0.01
2455361.66593 16.378 0.009
2455361.67884 16.393 0.009
2455362.56302 16.438 0.012
2455362.58056 16.407 0.01
2455362.59347 16.395 0.009
2455362.6094 16.391 0.007
2455362.62977 16.395 0.007
2455362.64804 16.392 0.007
2455362.66286 16.4 0.006
2455362.67867 16.389 0.006
2455362.69427 16.391 0.007
2455362.71073 16.386 0.007
2455362.72642 16.375 0.006
2455362.74105 16.392 0.007
2455362.75732 16.386 0.007
2455362.77439 16.404 0.008
2455362.79614 16.386 0.007
2455362.8146 16.376 0.007
2455362.82879 16.381 0.007
2455362.8443 16.4 0.008
2455362.85903 16.388 0.008
2455362.87731 16.41 0.009
2455362.88983 16.401 0.01
2455362.90258 16.417 0.01
2455364.51995 16.394 0.008
2455364.53364 16.39 0.008
2455364.54826 16.393 0.008
2455364.56235 16.395 0.007
2455364.57809 16.382 0.007
2455364.59267 16.387 0.006
2455364.6069 16.381 0.006
2455364.62211 16.389 0.006
2455364.63632 16.388 0.006
2455364.65102 16.386 0.007
2455364.6654 16.391 0.007
2455364.68219 16.401 0.007
2455364.70144 16.401 0.009
2455364.71659 16.422 0.008
2455364.73216 16.401 0.007
2455364.74639 16.397 0.008
2455364.76078 16.414 0.008
2455364.77623 16.41 0.009
2455364.78916 16.404 0.01
2455364.80196 16.436 0.011
2455364.81572 16.413 0.008
2455364.82857 16.412 0.008
2455364.84139 16.395 0.008
2455364.85576 16.405 0.008
2455364.86849 16.375 0.008
2455364.88137 16.425 0.009
2455364.89388 16.395 0.009
2455365.53781 16.408 0.01
2455365.55093 16.405 0.009
2455365.56599 16.387 0.008
2455365.58217 16.392 0.007
2455365.59827 16.382 0.008
2455365.6124 16.398 0.007
2455365.62708 16.391 0.007
2455365.64235 16.385 0.007
2455365.65666 16.385 0.008
2455365.67417 16.393 0.007
2455365.68878 16.395 0.007
2455365.70444 16.404 0.007
2455365.73747 16.398 0.007
2455365.75187 16.395 0.007
2455365.76685 16.412 0.007
2455365.78348 16.416 0.008
2455365.79788 16.386 0.007
2455365.81195 16.389 0.008
2455365.8257 16.398 0.008
2455365.83828 16.394 0.008
2455365.85095 16.398 0.009
2455365.86435 16.403 0.008
2455365.87691 16.396 0.009
2455365.88929 16.409 0.009
2455365.90169 16.394 0.01
2455368.6117 16.417 0.009
2455368.62581 16.42 0.008
2455368.64186 16.412 0.008
2455368.78793 16.387 0.007
2455369.7098 16.413 0.009
2455369.72401 16.391 0.009
2455369.73726 16.402 0.009
2455369.75629 16.387 0.008
2455369.76932 16.39 0.008
2455369.78207 16.396 0.009
2455369.79495 16.386 0.009
2455369.80732 16.404 0.008
2455369.82131 16.37 0.008
2455369.8341 16.393 0.008
2455369.84813 16.405 0.009
2455376.62759 16.382 0.008
2455376.64033 16.412 0.009
2455376.65393 16.42 0.011
2455376.66658 16.437 0.01
2455376.68122 16.383 0.008
2455376.69437 16.391 0.008
2455376.70744 16.42 0.009
2455376.72018 16.401 0.008
2455376.73257 16.413 0.008
2455376.7457 16.406 0.009
2455376.75856 16.399 0.009
2455376.77139 16.416 0.009
2455376.78398 16.404 0.007
2455376.79671 16.385 0.008
2455376.80954 16.415 0.01
2455376.82219 16.401 0.011
2455376.83471 16.372 0.011
2455376.8601 16.391 0.01
2455377.51619 16.423 0.009
2455377.52944 16.427 0.009
2455377.54226 16.428 0.008
2455377.55821 16.392 0.008
2455377.57226 16.398 0.008
2455377.58678 16.367 0.009
2455377.59952 16.413 0.012
2455377.61222 16.395 0.01
2455377.62498 16.405 0.008
2455377.6459 16.393 0.007
2455377.66571 16.391 0.007
2455377.68027 16.407 0.007
2455377.71157 16.398 0.007
2455377.72922 16.399 0.007
2455377.74212 16.386 0.007
2455377.75462 16.389 0.007
2455377.77222 16.399 0.007
2455377.78484 16.403 0.007
2455377.79731 16.401 0.008
2455377.80996 16.393 0.007
2455377.82254 16.395 0.007
2455377.83549 16.4 0.007
2455377.84816 16.4 0.008
2455377.86071 16.406 0.009
2455378.48982 16.386 0.007
2455378.50433 16.402 0.007
2455378.5185 16.397 0.006
2455378.53228 16.374 0.007
2455378.54598 16.394 0.007
2455378.56013 16.382 0.006
2455378.57399 16.385 0.006
2455378.58809 16.397 0.006
2455378.60232 16.386 0.006
2455378.61638 16.398 0.006
2455378.63067 16.384 0.006
2455378.64481 16.401 0.007
2455378.66058 16.394 0.006
2455378.6764 16.385 0.006
2455378.69067 16.386 0.006
2455378.70526 16.389 0.006
2455378.71965 16.398 0.006
2455378.73254 16.399 0.005
2455378.74533 16.389 0.006
2455378.75795 16.398 0.006
2455378.7706 16.407 0.006
2455378.78348 16.391 0.006
2455378.79649 16.398 0.007
2455378.80908 16.411 0.007
2455378.82172 16.4 0.007
2455378.83636 16.391 0.007
2455378.84901 16.41 0.008
2455378.86166 16.384 0.008
2455378.87406 16.401 0.009
2455379.4879 16.403 0.007
2455379.50047 16.402 0.007
2455379.5131 16.4 0.008
2455379.52585 16.4 0.008
2455379.53983 16.388 0.007
2455379.55417 16.388 0.007
2455379.56849 16.404 0.007
2455379.58275 16.397 0.007
2455379.59657 16.406 0.007
2455379.61055 16.388 0.007
2455379.62469 16.393 0.006
2455379.63938 16.398 0.007
2455379.6543 16.394 0.006
2455379.6688 16.408 0.007
2455379.6831 16.395 0.007
2455379.6975 16.39 0.007
2455379.71167 16.39 0.007
2455379.72579 16.393 0.006
2455379.73977 16.389 0.006
2455379.75237 16.407 0.007
2455379.7649 16.395 0.006
2455379.77742 16.401 0.007
2455379.78998 16.382 0.008
2455379.80277 16.398 0.008
2455379.81534 16.401 0.008
2455379.82775 16.423 0.009
2455379.84086 16.414 0.01
2455379.85346 16.404 0.009
2455379.86878 16.419 0.011
2455380.49934 16.399 0.007
2455380.51191 16.401 0.008
2455380.52457 16.402 0.007
2455380.5372 16.398 0.007
2455380.55104 16.39 0.006
2455380.56509 16.385 0.006
2455380.57905 16.398 0.006
2455380.59295 16.396 0.006
2455380.60687 16.381 0.006
2455380.62083 16.388 0.006
2455380.63484 16.403 0.006
2455380.64914 16.391 0.006
2455380.66481 16.393 0.006
2455380.67979 16.401 0.007
2455380.69394 16.394 0.006
2455380.70746 16.398 0.006
2455380.72036 16.394 0.006
2455380.73306 16.41 0.007
2455380.74584 16.398 0.006
2455380.75859 16.386 0.006
2455380.77108 16.395 0.007
2455380.78381 16.394 0.007
2455380.79645 16.39 0.008
2455380.80919 16.391 0.009
2455380.8218 16.4 0.01
2455380.83435 16.386 0.009
2455380.8472 16.404 0.012
2455381.52112 16.397 0.012
2455381.53411 16.397 0.008
2455381.5467 16.416 0.009
2455381.5592 16.393 0.008
2455381.57166 16.371 0.01
2455381.58422 16.429 0.011
2455381.59699 16.401 0.01
2455381.61181 16.402 0.01
2455381.64299 16.411 0.009
2455381.65613 16.393 0.009
2455381.67116 16.409 0.008
2455381.68422 16.417 0.008
2455381.69694 16.386 0.009
2455381.70948 16.404 0.009
2455381.7222 16.403 0.01
2455381.73491 16.406 0.009
2455381.74761 16.409 0.009
2455381.7605 16.381 0.009
2455381.77313 16.423 0.011
2455381.79455 16.379 0.01
2455381.80727 16.402 0.009
2455381.81998 16.395 0.01
2455381.83266 16.379 0.01
2455381.84541 16.424 0.011
2455381.85802 16.398 0.01
2455382.5229 16.411 0.009
2455382.53543 16.391 0.009
2455382.54788 16.386 0.009
2455382.56047 16.402 0.011
2455382.57983 16.4 0.011
2455382.59754 16.383 0.011
2455382.60989 16.415 0.009
2455382.62275 16.383 0.009
2455382.63512 16.427 0.011
2455382.64781 16.406 0.008
2455382.66408 16.422 0.009
