hjd mag mag_err
2453908.20666 17.500453608142465 0.0241
2453910.00001 17.430053608142465 0.0118
2453910.04693 17.412853608142466 0.015
2453910.08779 17.354253608142464 0.0542
2453910.82227 17.443853608142465 0.0163
2453910.85917 17.415953608142466 0.0142
2453910.89561 17.418153608142465 0.0163
2453910.93161 17.409053608142464 0.016
2453910.96764 17.422953608142464 0.019
2453911.0036 17.451753608142468 0.0135
2453911.04047 17.428253608142466 0.0113
2453911.08033 17.405053608142467 0.0127
2453911.11633 17.414753608142465 0.0125
2453911.1523 17.406953608142466 0.0127
2453911.18824 17.423353608142463 0.0163
2453911.22425 17.419253608142466 0.0151
2453911.26013 17.440953608142465 0.0191
2453911.82349 17.445453608142465 0.0172
2453911.85959 17.418853608142463 0.0153
2453911.89573 17.431453608142466 0.012
2453911.93182 17.440953608142465 0.0139
2453911.9679 17.419653608142465 0.014
2453912.00397 17.429453608142467 0.0118
2453912.04013 17.424753608142467 0.014
2453912.08013 17.412253608142464 0.017
2453912.11624 17.400453608142463 0.0169
2453912.15227 17.381953608142467 0.0148
2453912.1885 17.416453608142465 0.0156
2453912.2245 17.430353608142465 0.018
2453912.79403 17.456653608142467 0.023
2453912.83006 17.451553608142465 0.0163
2453912.86613 17.430353608142465 0.0153
2453912.90221 17.441153608142464 0.0169
2453912.93869 17.435753608142466 0.0131
2453912.97548 17.430753608142467 0.0147
2453913.01229 17.401553608142464 0.0131
2453913.05047 17.425453608142465 0.0119
2453913.08993 17.438353608142464 0.0129
2453913.12675 17.401553608142464 0.0112
2453913.16358 17.424453608142464 0.0135
2453913.20078 17.404153608142465 0.0169
2453913.23846 17.407953608142464 0.0176
2453913.79287 17.414653608142466 0.0202
2453913.82961 17.408553608142466 0.0152
2453913.86635 17.423353608142463 0.0127
2453913.90301 17.420253608142467 0.012
2453913.93969 17.417953608142465 0.0134
2453913.97663 17.438053608142468 0.0124
2453914.01338 17.412653608142463 0.0112
2453914.05146 17.414653608142466 0.0107
2453914.0909 17.398553608142464 0.0119
2453914.12747 17.390653608142465 0.0117
2453914.16345 17.396853608142465 0.0133
2453914.19947 17.387753608142468 0.0144
2453914.23523 17.414853608142465 0.0155
2453914.82335 17.525553608142467 0.0466
2453914.85951 17.600453608142466 0.08
2453914.89603 17.469553608142466 0.0218
2453914.93208 17.416753608142464 0.0138
2453914.98042 17.436453608142465 0.0143
2453915.01777 17.398153608142465 0.012
2453915.05515 17.415053608142465 0.0201
2453915.0938 17.403453608142463 0.11
2453916.149 17.404253608142465 0.0138
2453916.19254 17.441453608142467 0.0178
2453916.80307 17.392153608142465 0.0181
2453916.84482 17.418453608142464 0.0151
2453916.88113 17.419853608142468 0.0146
2453916.91851 17.427553608142468 0.0124
2453916.95616 17.441653608142467 0.0131
2453916.99302 17.447153608142465 0.013
2453917.03379 17.432953608142466 0.0152
2453917.07495 17.415053608142465 0.0148
2453917.11181 17.449053608142464 0.0126
2453917.19967 17.409753608142466 0.013
2453917.80023 17.431853608142465 0.0199
2453917.8362 17.420453608142466 0.0219
2453917.87362 17.449653608142466 0.0162
2453917.91077 17.458353608142467 0.0134
2453917.94742 17.434153608142466 0.01
2453917.98422 17.366053608142465 0.0288
2453918.09191 17.402953608142468 0.016
2453918.13238 17.418853608142463 0.0133
2453918.1729 17.439153608142465 0.0173
2453920.90394 17.452653608142466 0.021
2453921.01973 17.442053608142466 0.0172
2453921.09373 17.452053608142464 0.0191
2453921.1695 17.444453608142467 0.0194
2453921.81341 17.485453608142464 0.039
2453921.89813 17.415153608142468 0.0189
2453922.00343 17.447753608142463 0.0166
2453922.08497 17.446453608142466 0.0157
2453922.15499 17.453953608142463 0.0183
2453922.22629 17.413153608142466 0.019
2453922.80412 17.501253608142466 0.0564
2453922.8447 17.478653608142466 0.0252
2453922.88957 17.470153608142468 0.0182
2453922.9311 17.433253608142465 0.0172
2453922.97182 17.423953608142465 0.0167
2453923.01249 17.414653608142466 0.0155
2453923.05749 17.414653608142466 0.0185
2453923.11085 17.433953608142467 0.0135
2453923.15327 17.408753608142465 0.0189
2453923.19389 17.433653608142464 0.0175
2453927.80703 17.562453608142466 0.1407
2453927.86913 17.426853608142466 0.0814
2453927.91114 17.579653608142465 0.0829
2453927.94892 17.498653608142465 0.0464
2453927.98824 17.445153608142466 0.0306
2453928.0253 17.383053608142465 0.0388
2453929.82231 17.480153608142466 0.0183
2453929.85965 17.520353608142464 0.0302
2453929.89675 17.432053608142468 0.0216
2453930.82927 17.469353608142466 0.0159
2453930.86551 17.434053608142463 0.0119
2453930.90184 17.437753608142465 0.0265
2453930.97479 17.469153608142463 0.0192
2453931.01575 17.436553608142468 0.0147
2453931.09143 17.400153608142467 0.0282
2453931.1286 17.405253608142466 0.0221
2453931.16498 17.501353608142466 0.0239
2453931.20201 17.443253608142463 0.0293
2453931.80097 17.486153608142466 0.023
2453931.83672 17.436853608142464 0.0143
2453931.87253 17.433453608142464 0.0128
2453931.90829 17.432553608142463 0.0112
2453931.94497 17.446753608142465 0.0118
2453931.98108 17.435353608142464 0.0106
2453932.02219 17.417053608142467 0.0123
2453932.05922 17.427553608142468 0.0128
2453932.09505 17.409853608142466 0.014
2453932.13088 17.462253608142465 0.0172
2453932.16841 17.464253608142464 0.0272
2453932.20466 17.420253608142467 0.0263
2453932.81913 17.508953608142466 0.1163
2453932.85556 17.428853608142468 0.0167
2453932.89131 17.403153608142468 0.0144
2453932.92708 17.443953608142465 0.0131
2453932.96294 17.467153608142468 0.0136
2453933.00027 17.509653608142465 0.0486
2453933.03904 17.445253608142465 0.0153
2453933.07595 17.434753608142465 0.0123
2453933.11182 17.347853608142465 0.0113
2453933.14798 17.411453608142466 0.0149
2453933.18385 17.456453608142468 0.0205
2453936.80005 17.485153608142465 0.0228
2453936.83765 17.476653608142463 0.0236
2453936.87401 17.614753608142465 0.0722
2453936.91116 17.497053608142465 0.0267
2453936.94762 17.423453608142466 0.0153
2453936.98591 17.491353608142468 0.0236
2453937.0263 17.434253608142466 0.0144
2453937.16677 17.313053608142468 0.0697
2453937.93694 17.426553608142466 0.0113
2453937.97336 17.409353608142467 0.0135
2453938.01259 17.442353608142465 0.0107
2453938.04928 17.401653608142468 0.0107
2453938.79452 17.545353608142463 0.0516
2453938.83164 17.469153608142463 0.015
2453938.8694 17.451953608142468 0.0126
2453938.90616 17.433253608142465 0.011
2453938.94368 17.395753608142464 0.0106
2453938.98185 17.448453608142465 0.0185
2453939.02107 17.427553608142468 0.0139
2453939.05897 17.438553608142463 0.0143
2453939.09529 17.421553608142467 0.0136
2453939.13253 17.434453608142466 0.0172
2453939.98824 17.423153608142464 0.0119
2453940.86488 17.423153608142464 0.0157
2453940.97548 17.461853608142466 0.0194
2453941.0152 17.429153608142464 0.0179
2453941.06226 17.459553608142464 0.0179
2453941.09915 17.436253608142465 0.0142
2453941.13545 17.493353608142463 0.0179
2453941.17203 17.423453608142466 0.0217
2453941.79557 17.430853608142463 0.0137
2453941.83643 17.458153608142467 0.0143
2453941.87225 17.440053608142463 0.0113
2453941.90803 17.429253608142467 0.0108
2453941.94383 17.410053608142466 0.0099
2453941.9822 17.423553608142466 0.0101
2453942.02065 17.430153608142465 0.01
2453942.05637 17.440753608142465 0.0108
2453942.09258 17.418553608142467 0.0116
2453942.12834 17.440553608142466 0.0131
2453942.16406 17.458953608142465 0.0158
2453942.79104 17.435253608142467 0.0133
2453942.82683 17.424253608142465 0.014
2453942.8626 17.446153608142467 0.0122
2453942.89843 17.437453608142466 0.0115
2453942.93423 17.430453608142464 0.0109
2453942.97285 17.425953608142464 0.0104
2453943.01129 17.423953608142465 0.0107
2453943.04724 17.425453608142465 0.011
2453943.0832 17.417753608142466 0.0136
2453943.11895 17.399253608142466 0.0136
2453943.1547 17.481353608142463 0.0467
2453943.79217 17.433953608142467 0.0165
2453943.82798 17.424653608142464 0.014
2453943.86402 17.407953608142464 0.0119
2453943.90161 17.439753608142468 0.011
2453943.93781 17.446753608142465 0.0112
2453943.97506 17.435253608142467 0.0115
2453944.01357 17.419953608142464 0.012
2453944.05078 17.433153608142465 0.0113
2453944.08665 17.440153608142467 0.0114
2453944.12247 17.403053608142464 0.0132
2453944.15841 17.432253608142467 0.014
2453944.79209 17.447253608142468 0.0185
2453944.82831 17.431453608142466 0.0113
2453944.86414 17.440253608142463 0.0241
2453944.90002 17.442153608142466 0.0101
2453944.93603 17.450453608142467 0.0127
2453944.97425 17.421053608142465 0.0203
2453945.01279 17.438953608142466 0.028
2453945.04919 17.545753608142466 0.1019
2453945.085 17.427853608142463 0.0229
2453947.90335 17.495653608142465 0.0315
2453947.94005 17.459153608142465 0.0171
2453947.97976 17.495453608142466 0.0268
2453948.01594 17.441953608142466 0.0253
2453948.12367 17.730753608142464 0.0781
2453948.167 17.601753608142467 0.0688
2453948.78068 17.447253608142468 0.0215
2453948.79497 17.436553608142468 0.0169
2453948.82034 17.464153608142468 0.0174
2453948.82868 17.389253608142468 0.0176
2453948.83582 17.528753608142466 0.0281
2453948.84416 17.568453608142466 0.0374
2453948.85249 17.432653608142466 0.0177
2453948.86105 17.440853608142465 0.014
2453948.86939 17.459553608142464 0.0147
2453948.87653 17.436653608142464 0.0138
2453948.88486 17.441753608142463 0.0138
2453948.8932 17.446053608142464 0.0183
2453948.90176 17.432253608142467 0.0129
2453948.91011 17.443353608142466 0.0132
2453948.91725 17.485753608142467 0.0127
2453948.92558 17.461753608142466 0.0171
2453948.93391 17.430153608142465 0.0164
2453948.94413 17.426553608142466 0.0262
2453948.9537 17.530353608142466 0.067
2453948.99802 17.453053608142465 0.0178
2453949.03885 17.483453608142465 0.0731
2453949.07101 17.607353608142468 0.1425
2453950.98193 17.455053608142464 0.0124
2453950.99024 17.394153608142467 0.0136
2453950.99736 17.434853608142465 0.0145
2453951.00567 17.410553608142465 0.0146
2453951.01398 17.439153608142465 0.0163
2453951.02454 17.430753608142467 0.0175
2453951.03285 17.416253608142465 0.0165
2453951.03997 17.420253608142467 0.0148
2453951.0483 17.402053608142467 0.0162
2453951.05662 17.453053608142465 0.0165
2453951.07002 17.422853608142468 0.0166
2453951.07833 17.456953608142463 0.0176
2453951.08547 17.424753608142467 0.016
2453951.09377 17.433253608142465 0.0168
2453951.10208 17.434053608142463 0.0175
2453951.11074 17.386653608142467 0.0145
2453951.11905 17.493453608142467 0.0521
2453951.12618 17.422953608142464 0.0152
2453951.13449 17.441753608142463 0.0165
2453951.14281 17.431053608142463 0.0166
2453951.15387 17.413253608142465 0.0188
2453951.16219 17.450053608142465 0.0225
2453951.81167 17.428153608142466 0.0178
2453951.85292 17.442553608142465 0.0165
2453951.89459 17.439153608142465 0.0159
2453951.93614 17.424153608142465 0.0146
2453951.98067 17.410753608142464 0.0166
2453952.02178 17.426153608142464 0.0188
2453952.06286 17.432653608142466 0.0198
2453952.10454 17.411653608142466 0.0164
2453952.14589 17.461253608142464 0.0222
2453956.96781 17.462353608142465 0.0218
2453957.01533 17.425153608142466 0.0289
2453957.0559 17.406353608142467 0.0286
2453957.09208 17.521153608142466 0.037
2453957.13633 17.554753608142466 0.0518
2453957.85644 17.438053608142468 0.0168
2453957.89215 17.417153608142463 0.016
2453957.92957 17.420753608142466 0.0174
2453957.96864 17.417053608142467 0.0161
2453958.00971 17.396353608142466 0.0188
2453958.0461 17.438753608142466 0.0229
2453958.08196 17.494853608142463 0.0447
2453958.11901 17.411553608142466 0.0308
2453958.80631 17.425153608142466 0.0145
2453958.84204 17.429853608142466 0.0143
2453958.87812 17.432253608142467 0.0138
2453958.9139 17.433953608142467 0.0136
2453958.9536 17.417253608142467 0.0132
2453958.98949 17.403953608142466 0.0164
2453959.02529 17.420853608142465 0.0163
2453959.06185 17.397153608142467 0.0215
2453959.92535 17.439353608142465 0.0164
2453959.96116 17.416153608142466 0.0164
2453959.99691 17.428253608142466 0.0177
2453960.03357 17.366153608142465 0.0248
2453960.81245 17.440453608142466 0.018
2453960.84843 17.548253608142467 0.0525
2453961.80889 17.459353608142465 0.0162
2453961.84585 17.429053608142468 0.0152
2453961.89098 17.434453608142466 0.0132
2453961.93338 17.427353608142468 0.012
2453961.97715 17.405853608142465 0.0125
2453962.01764 17.395453608142468 0.0125
2453962.05984 17.443853608142465 0.0155
2453962.1004 17.449553608142466 0.0207
2453962.80848 17.438753608142466 0.0135
2453962.84438 17.441753608142463 0.0143
2453962.88306 17.420353608142463 0.0125
2453962.92714 17.427353608142468 0.0145
2453962.97275 17.425653608142465 0.0113
2453963.01442 17.391253608142463 0.0127
2453963.05492 17.436253608142465 0.014
2453963.09541 17.394053608142464 0.017
2453963.8049 17.468253608142465 0.0246
2453963.87823 17.522553608142466 0.1178
2453963.99005 17.399853608142465 0.0138
2453964.02651 17.430953608142467 0.0167
2453964.06469 17.421953608142466 0.0202
2453964.10153 17.429453608142467 0.0244
2453966.89145 17.437453608142466 0.0165
2453967.81585 17.482953608142466 0.0289
2453967.85587 17.488753608142467 0.0197
2453967.8929 17.451253608142466 0.0198
2453967.94788 17.462053608142465 0.0209
2453968.07464 17.445953608142467 0.0278
2453969.08064 17.628153608142465 0.1129
2453969.81184 17.419453608142465 0.0284
2453969.85916 17.418553608142467 0.0149
2453969.89698 17.442953608142467 0.0176
2453969.9745 17.425353608142466 0.0145
2453970.01094 17.442953608142467 0.011
2453970.04774 17.440553608142466 0.0137
2453970.08569 17.447053608142465 0.0187
2453970.80381 17.431053608142463 0.0142
2453970.84022 17.434353608142466 0.014
2453970.87662 17.415853608142463 0.0115
2453970.91708 17.425753608142465 0.0127
2453970.95511 17.430553608142468 0.0153
2453970.9941 17.389753608142463 0.0149
2453971.03408 17.423053608142467 0.0111
2453971.07194 17.471553608142464 0.0296
2453971.96691 17.402953608142468 0.0183
2453972.00543 17.453553608142464 0.0241
2453972.04183 17.400953608142466 0.0261
2453972.07815 17.393153608142466 0.0304
2453972.80747 17.474853608142467 0.0146
2453972.84376 17.455053608142464 0.0145
2453972.88156 17.437753608142465 0.0113
2453972.92073 17.420253608142467 0.0112
2453972.95724 17.445053608142466 0.0161
2453972.99366 17.393453608142465 0.0111
2453973.03005 17.435853608142466 0.0139
2453973.8169 17.500553608142468 0.0288
2453973.85322 17.425453608142465 0.0175
2453973.89077 17.434653608142465 0.0123
2453974.00903 17.439953608142467 0.0123
2453974.04556 17.412753608142467 0.0141
2453974.08206 17.427953608142467 0.0171
2453974.81243 17.450453608142467 0.0134
2453974.84886 17.418453608142464 0.0108
2453974.88655 17.403853608142466 0.0109
2453974.92563 17.399353608142466 0.0099
2453974.96194 17.406753608142466 0.0144
2453974.99848 17.411153608142463 0.0151
2453975.03522 17.400053608142464 0.0192
2453975.07172 17.326153608142466 0.0204
2453976.92253 17.385653608142466 0.031
2453976.95908 17.395953608142463 0.0205
2453976.9955 17.381053608142466 0.0235
2453977.81093 17.452153608142467 0.0206
2453977.8477 17.407153608142465 0.0189
2453977.88526 17.429953608142466 0.0148
2453977.92435 17.414053608142467 0.016
2453977.9606 17.428853608142468 0.0163
2453977.99776 17.394053608142464 0.0248
2453979.03216 17.400353608142467 0.0237
2453979.06851 17.384953608142467 0.0292
2453981.82219 17.565353608142466 0.0895
2453981.93335 17.440553608142466 0.0808
2453981.9616 17.438253608142467 0.0732
2453981.99007 17.450853608142467 0.0653
2453982.01838 17.437353608142466 0.0629
2453982.0489 17.284853608142466 0.0976
2453983.82754 17.444753608142463 0.0267
2453983.88899 17.411353608142466 0.0497
2453984.83454 17.602153608142466 0.1159
2453984.87247 17.384853608142464 0.0721
2453984.90986 17.431853608142465 0.0281
2453984.93941 17.454653608142465 0.0252
2453984.96884 17.411553608142466 0.026
2453985.00075 17.404453608142468 0.0244
2453985.03009 17.377453608142467 0.0286
2453985.06144 17.406253608142464 0.0383
2453985.83054 17.429353608142463 0.0218
2453985.86145 17.438453608142467 0.0281
2453985.8944 17.479753608142467 0.0349
2453985.92463 17.438953608142466 0.0347
2453985.95691 17.388053608142464 0.0492
2453985.98898 17.440253608142463 0.0359
2453986.01885 17.439653608142464 0.0442
2453986.05015 17.342353608142467 0.0584
2453986.95998 17.410453608142465 0.0295
2453986.98865 17.405753608142465 0.0389
2453987.01798 17.364353608142466 0.0424
2453987.0523 17.429853608142466 0.0612
2453987.8875 17.502253608142468 0.0575
2453987.92313 17.419653608142465 0.0237
2453987.95819 17.379653608142466 0.0227
2453987.98719 17.467953608142466 0.0248
2453988.0413 17.355753608142464 0.043
2453988.82266 17.439653608142464 0.011
2453988.8599 17.440453608142466 0.0129
2453988.89554 17.412853608142466 0.0108
2453988.93493 17.424753608142467 0.0137
2453988.96891 17.428553608142465 0.0219
2453988.99759 17.449653608142466 0.0269
2453989.02625 17.385053608142464 0.0244
2453989.05655 17.425553608142465 0.0328
2453989.83439 17.435553608142463 0.0112
2453989.87133 17.407753608142464 0.0128
2453989.90705 17.438453608142467 0.0119
2453989.94885 17.409653608142463 0.0108
2453989.9934 17.442253608142465 0.0223
2453990.02913 17.341553608142465 0.028
2453990.98693 17.408753608142465 0.0151
2453991.0234 17.392853608142467 0.0178
2453991.82664 17.435453608142467 0.0142
2453991.86382 17.379853608142465 0.0127
2453991.89993 17.412253608142464 0.0116
2453991.9372 17.407253608142465 0.0118
2453991.97387 17.399653608142465 0.0132
2453992.0099 17.391853608142466 0.0136
2453992.04724 17.368553608142463 0.0174
